title,plot,rating,genre,popularity
The Blood on Satan's Claw,The accidental unearthing of Satan’s earthly remains causes the children of 17th-century English village to slowly convert into a coven of devil worshipers.,6.9,Horror,popular
Blue,"Against a plain, unchanging blue screen, a densely interwoven soundtrack of voices, sound effects and music attempt to convey a portrait of Derek Jarman's experiences with AIDS, both literally and allegorically, together with an exploration of the meanings associated with the colour blue.",7.5,Drama,popular
Battle of the Bulge,"In the winter of 1944, the Allied Armies stand ready to invade Germany at the coming of a New Year. To prevent this occurrence, Hitler orders an all out offensive to re-take French territory and capture the major port city of Antwerp. ""The Battle of the Bulge"" shows this conflict from the perspective of an American intelligence officer as well as from a German Panzer Commander.",6.4,Drama,popular
Age of Consent,An elderly artist thinks he has become too stale and is past his prime. His friend (and agent) persuades him to go to an offshore island to try once more. On the island he re-discovers his muse in the form of a young girl.,6,Romance,unpopular
Hawaii,"Abner Hale, a rigid and humorless New England missionary, marries the beautiful Jerusha Bromley and takes her to the exotic island kingdom of Hawaii, intent on converting the natives. But the clash between the two cultures is too great and instead of understanding there comes tragedy.",5.8,Romance,unpopular
44 Minutes: The North Hollywood Shoot-Out,"After a failed bank robbery, two heavily armed men hold the Los Angeles Police Department at bay for 44 minutes.",6.4,Action,popular
Macbeth,Orson Welles' unique take on Shakespeare's classic tragedy.,6.7,Drama,popular
Waterloo Bridge,"On the eve of World War II, a British officer revisits Waterloo Bridge and recalls the young man he was at the beginning of World War I and the young ballerina he met just before he left for the front. Myra stayed with him past curfew and is thrown out of the corps de ballet. She survives on the streets of London, falling even lower after she hears her true love has been killed in action. But he wasn't killed. Those terrible years were nothing more than a bad dream is Myra's hope after Roy finds her and takes her to his family's country estate.",8,Romance,popular
"Move Over, Darling","Three years into their loving marriage, with two infant daughters at home in Los Angeles, Nicholas Arden and Ellen Wagstaff Arden are on a plane that goes down in the South Pacific. Although most passengers manage to survive the incident, Ellen presumably perishes when swept off her lifeboat, her body never recovered. Fast forward five years. Nicky, wanting to move on with his life, has Ellen declared legally dead. Part of that moving on includes getting remarried, this time to a young woman named Bianca Steele, who, for their honeymoon, he plans to take to the same Monterrey resort where he and Ellen spent their honeymoon. On that very same day, Ellen is dropped off in Los Angeles by the Navy, who rescued her from the South Pacific island where she was stranded for the past five years. She asks the Navy not to publicize her rescue nor notify Nicky as she wants to do so herself.",5.9,Romance,unpopular
Love Me or Leave Me,"Story of torch singer Ruth Etting's rise from 1920s taxi dancer to movie star, simultaneously aided and frustrated by Chicago mobster Marty Sydney's headstrong ways and pressure tactics",6.9,Romance,popular
The Big Store,The Marx brothers run havoc in a department store while protecting its owner.,5.9,Comedy,unpopular
Carrie,"Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both classmates at her school, and her own religious, but abusive, mother.",5.4,Horror,unpopular
Frankenfish,"When the body of a man is found completely destroyed in the swamps in Louisiana, the medical investigator Sam Rivers is assigned to investigate the murder. He travels with the biologist Mary Callahan to the location where the victim lived in a floating house and he meets his family and friends. They find that Chinese snake-heads genetically engineered that belong to a wealthy hunter are attacking and killing the locals. While the group fights to survive, the hunter Jeff arrives with his team to hunt the predators.",4.7,Horror,unpopular
Who's Your Daddy?,"An adopted Ohio high school senior discovers he is the inherited heir to a porn empire. Dropped into a bitter power struggle, his new flock of beautiful co-workers come to his aid.",4.6,Comedy,unpopular
Control,"Lee Ray Oliver, a death row inmate, is given a second chance at life if he agrees to undergo a new chemical treatment used to modify behavior.",6,Action,unpopular
Category 6: Day of Destruction,"Three tornadoes converge to wreak havoc on Chicago, disrupting the power grid and creating the worst super-storm in history: a category 6 twister.",5.2,Action,unpopular
Un héros très discret,Set in France at the end of World War II Albert Dehousse finds out his father wasn't a war hero and his mother is a collaborator.,6.1,Drama,popular
Life Is Sweet,"Just north of London live Wendy, Andy, and their twenty-something twins, Natalie and Nicola. Wendy clerks in a shop, leads aerobics at a primary school, jokes like a vaudevillian, agrees to waitress at a friend's new restaurant and dotes on Andy, a cook who forever puts off home remodeling projects, and with a drunken friend, buys a broken down lunch wagon. Natalie, with short neat hair and a snappy, droll manner, is a plumber; she has a holiday planned in America, but little else. Last is Nicola, odd man out: a snarl, big glasses, cigarette, mussed hair, jittery fingers, bulimic, jobless, and unhappy. How they interact and play out family conflict and love is the film's subject.",6.9,Comedy,popular
Let Him Have It,"In 1950s England, slow-witted Derek Bentley falls in with a group of petty criminals led by Chris Craig, a teenager with a fondness for American gangster films. Chris and Derek's friendship leads to their involvement in the true case which would forever shake England's belief in capital punishment.",6.5,Drama,popular
Blossoms in the Dust,"Edna marries Texan Sam Gladney, operator of a wheat mill. They have a son, who is killed when very young. Edna discovers by chance how the law treats children who are without parents and decides to do something about it. She opens a home for foundlings and orphans and begins to place children in good homes, despite the opposition of ""conservative"" citizens, who would condemn illegitimate children for being born out of wedlock. Eventually Edna leads a fight in the Texas legislature to remove the stigma of illegitimacy from birth records in that state, while continuing to be an advocate for homeless children.",6.5,Romance,popular
